#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Papiliotrema terrestris	425109	PRJNA744866	744866	Fungi	Basidiomycetes	21.2976	58.6	GCA_019857685.1	-	JAHXHD01	1620	-	-	2/9/2021	2/9/2021	Scaffold	University of Molise	SAMN20119640
Psilocybe tampanensis	209853	PRJNA700437	700437	Fungi	Basidiomycetes	46.521	47.4	GCA_019904355.1	-	JAHXRV01	12408	-	-	8/9/2021	8/9/2021	Scaffold	Medicinal Genomics	SAMN20326448
Penicillium brevicompactum	5074	PRJNA867151	867151	Fungi	Ascomycetes	29.9349	49.4	GCA_028827255.1	-	JAPZBQ01	8	11495	11494	23/2/2023	23/2/2023	Contig	Aalborg University	SAMN30185304
Aureobasidium sp. EXF-3399	2831173	PRJNA721240	721240	Fungi	Ascomycetes	25.5018	51.1	GCA_019924955.1	-	JAHFYN01	178	9935	9935	10/9/2021	10/9/2021	Contig	"University of Ljubljana, Biotechnical Faculty"	SAMN18754179
Niebla homalea	643219	PRJNA707213	707213	Fungi	Ascomycetes	50.5667	38	GCA_019925105.1	-	JAHGAU01	52	-	-	10/9/2021	10/9/2021	Contig	The Field Museum	SAMN18190989
Sporothrix pseudoabietina	2268037	PRJNA667796	667796	Fungi	Ascomycetes	35.1965	53.3	GCA_019925295.1	-	JADHKS01	51	-	-	10/9/2021	10/9/2021	Scaffold	Agriculture Victoria Research	SAMN16384051
Sporothrix cf. nigrograna	2776139	PRJNA667796	667796	Fungi	Ascomycetes	27.3448	59.5	GCA_019925305.1	-	JADHKR01	125	-	-	10/9/2021	10/9/2021	Scaffold	Agriculture Victoria Research	SAMN16384050
Graphium sp. VPRI43844	2779951	PRJNA667796	667796	Fungi	Ascomycetes	31.6498	50.1	GCA_019925285.1	-	JADHKT01	490	-	-	10/9/2021	10/9/2021	Scaffold	Agriculture Victoria Research	SAMN16384052
Sporothrix euskadiensis	1260070	PRJNA667796	667796	Fungi	Ascomycetes	36.1287	52.7	GCA_019925375.1	-	JADHKQ01	92	-	-	10/9/2021	10/9/2021	Scaffold	Agriculture Victoria Research	SAMN16384049
Raffaelea deltoideospora	577119	PRJNA667796	667796	Fungi	Ascomycetes	30.946	54.5	GCA_019925385.1	-	JADHKP01	120	-	-	10/9/2021	10/9/2021	Scaffold	Agriculture Victoria Research	SAMN16384048
Ophiostoma fasciatum	5162	PRJNA667796	667796	Fungi	Ascomycetes	22.5426	65.3	GCA_019925495.1	-	JADHKM01	36	-	-	10/9/2021	10/9/2021	Scaffold	Agriculture Victoria Research	SAMN16384045
Ophiostoma pallidulum	943250	PRJNA667796	667796	Fungi	Ascomycetes	32.6597	57.9	GCA_019925425.1	-	JADHKO01	473	-	-	10/9/2021	10/9/2021	Scaffold	Agriculture Victoria Research	SAMN16384047
Grosmannia radiaticola	96404	PRJNA667796	667796	Fungi	Ascomycetes	27.5551	57.1	GCA_019925535.1	-	JADHKK01	85	-	-	10/9/2021	10/9/2021	Scaffold	Agriculture Victoria Research	SAMN16384043
Ophiostoma angusticollis	324705	PRJNA667796	667796	Fungi	Ascomycetes	23.8041	57.9	GCA_019925545.1	-	JADHKL01	317	-	-	10/9/2021	10/9/2021	Scaffold	Agriculture Victoria Research	SAMN16384044
Grosmannia huntii	155651	PRJNA667796	667796	Fungi	Ascomycetes	28.0545	54.6	GCA_019925595.1	-	JADHKJ01	254	-	-	10/9/2021	10/9/2021	Scaffold	Agriculture Victoria Research	SAMN16384042
Graphilbum cf. rectangulosporium	2025524	PRJNA667796	667796	Fungi	Ascomycetes	23.6051	60.9	GCA_019925645.1	-	JADHKI01	117	-	-	10/9/2021	10/9/2021	Scaffold	Agriculture Victoria Research	SAMN16384041
Ceratocystiopsis sp. VPRI43766	2779953	PRJNA667796	667796	Fungi	Ascomycetes	20.4487	61.5	GCA_019925685.1	-	JADHKF01	79	-	-	10/9/2021	10/9/2021	Scaffold	Agriculture Victoria Research	SAMN16384038
Ustilago shanxiensis	327080	PRJDB11595	746804	Fungi	Basidiomycetes	21.7066	50.1	GCA_019972555.1	-	BPMX01	65	5	5	14/7/2021	14/7/2021	Scaffold	National Institute of Advanced Industrial Science and Techcnology (AIST)	SAMD00322420
Phanerochaete sordida	48140	PRJDB11801	751778	Fungi	Basidiomycetes	41.3438	58.6066	GCA_019973155.2	mitochondrion MT:LC707859.1	BPQB01	342	17374	17158	14/8/2021	14/8/2021	Contig	Shizuoka University	SAMD00328051
Apiospora pterosperma	1337662	PRJNA698786	698786	Fungi	Ascomycetes	44.5214	51.6	GCA_019976485.1	-	JAFBMP01	14	-	-	14/9/2021	26/10/2021	Contig	Aalborg university	SAMN17736554
Auriscalpium microsporum	2841979	PRJNA735801	735801	Fungi	Basidiomycetes	43.4612	56.1	GCA_019914985.1	-	JAHLMG01	54	-	-	9/9/2021	9/9/2021	Contig	"Kunming Institute of Botany, Chinese Academy of Sciences"	SAMN19598194
Auriscalpium vulgare	40419	PRJNA728955	728955	Fungi	Basidiomycetes	51.6775	56.4	GCA_019915015.1	-	JAHBBC01	104	-	-	9/9/2021	9/9/2021	Contig	"Kunming Institute of Botany, Chinese Academy of Sciences"	SAMN19107592
Auriscalpium orientale	2841978	PRJNA735804	735804	Fungi	Basidiomycetes	45.3987	56.7	GCA_019915035.1	-	JAHLMH01	38	-	-	9/9/2021	9/9/2021	Contig	"Kunming Institute of Botany, Chinese Academy of Sciences"	SAMN19598576
Strobilurus stephanocystis	511178	PRJNA735844	735844	Fungi	Basidiomycetes	42.3816	52.1	GCA_019915075.1	-	JAHLMI01	38	-	-	9/9/2021	9/9/2021	Contig	"Kunming Institute of Botany, Chinese Academy of Sciences"	SAMN19598582
Strobilurus luchuensis	2234043	PRJNA735851	735851	Fungi	Basidiomycetes	46.7132	51.8	GCA_019915105.1	-	JAHLMJ01	58	-	-	9/9/2021	9/9/2021	Contig	"Kunming Institute of Botany, Chinese Academy of Sciences"	SAMN19599093
Strobilurus pachycystidiatus	2234045	PRJNA735855	735855	Fungi	Basidiomycetes	51.8178	51.8	GCA_019915135.1	-	JAHLMK01	71	-	-	9/9/2021	9/9/2021	Contig	"Kunming Institute of Botany, Chinese Academy of Sciences"	SAMN19599128
Strobilurus orientalis	2234040	PRJNA735858	735858	Fungi	Basidiomycetes	51.2468	51.5	GCA_019915145.1	-	JAHLML01	43	-	-	9/9/2021	9/9/2021	Contig	"Kunming Institute of Botany, Chinese Academy of Sciences"	SAMN19599131
Trichoderma gracile	1195189	PRJNA757587	757587	Fungi	Ascomycetes	34.0629	51.2	GCA_020002365.1	-	JAINEY01	10	10197	10739	15/9/2021	15/9/2021	Contig	Hainan University	SAMN20968685
Chrysosphaeria jannelii	2745882	PRJNA713969	713969	Fungi	Ascomycetes	16.2507	50.1	GCA_020002325.1	-	JAGKRY01	1002	-	-	15/9/2021	15/9/2021	Scaffold	Forestry and Agricultural Biotechnology Institute	SAMN18275857
Intubia oerlemansii	2745884	PRJNA713969	713969	Fungi	Ascomycetes	26.3936	53.7	GCA_020002355.1	-	JAGKRZ01	1058	-	-	15/9/2021	15/9/2021	Scaffold	Forestry and Agricultural Biotechnology Institute	SAMN18275856
Thelonectria discophora	1053259	PRJEB46500	759525	Fungi	Ascomycetes	41.6091	54.2	GCA_911649645.1	-	CAJVRK01	26	-	-	11/9/2021	11/9/2021	Contig	EGCE	SAMEA8990552
Amanita subjunquillea	67733	PRJNA679796	679796	Fungi	Basidiomycetes	53.2045	46.5	GCA_020011035.1	-	JAEBUT01	119	-	-	16/9/2021	16/9/2021	Scaffold	Kunming Institute of Botany	SAMN16846661
Trichoderma semiorbis	1491008	PRJNA756961	756961	Fungi	Ascomycetes	42.0235	46.6123	GCA_020045945.2	chromosome I:CM034694.1; chromosome II:CM034695.1; chromosome III:CM034696.1; chromosome IV:CM034697.1; chromosome V:CM034698.1; chromosome VI:CM034699.1; chromosome VII:CM034700.1	JAIMJC01	7	20494	23440	20/9/2021	24/9/2021	Chromosome	Hainan University	SAMN20930937
Drechslerella dactyloides	74499	PRJNA723920	723920	Fungi	Ascomycetes	38.6345	49.5	GCA_020064725.1	-	JAGTWJ01	21	-	-	20/9/2021	20/9/2021	Contig	"Institute of Microbiology, Chinese Academy of Sciences"	SAMN18837316
Glutinoglossum americanum	1670608	PRJNA544702	544702	Fungi	Ascomycetes	26.3959	50	GCA_020080175.1	-	JAGHQL01	565	7725	7646	21/9/2021	21/9/2021	Scaffold	University of Colorado Boulder	SAMN09688185
Trichoglossum hirsutum	265104	PRJNA833438	833438	Fungi	Ascomycetes	35.8723	48.3	GCA_026026815.1	-	JAPEUH01	176	9850	9802	7/11/2022	7/11/2022	Contig	University of Alberta	SAMN27762786
Albifimbria verrucaria	1859699	PRJNA736674	736674	Fungi	Ascomycetes	48.4822	49.3	GCA_020081605.1	-	JAHREC01	62	-	-	21/9/2021	21/9/2021	Scaffold	University of Memphis	SAMN19655718
Xylonomycetes sp. FKI-L1-BK-DR1	2778100	PRJNA644637	644637	Fungi	Ascomycetes	24.8333	52.2	GCA_020087015.1	-	JADCQY01	123	-	-	21/9/2021	21/9/2021	Scaffold	"Jet Propulsion Laboratory, California Institute of Technology"	SAMN15543698
Acremonium sp. FKII-L8-BK-P5	2778101	PRJNA644637	644637	Fungi	Ascomycetes	34.4523	50	GCA_020087035.1	-	JADCQZ01	86	-	-	21/9/2021	21/9/2021	Scaffold	"Jet Propulsion Laboratory, California Institute of Technology"	SAMN15543699
Chaetothyriales sp. FJII-L3-CM-DR1	2778098	PRJNA644637	644637	Fungi	Ascomycetes	27.6109	48.1	GCA_020087005.1	-	JADCQX01	981	-	-	21/9/2021	21/9/2021	Scaffold	"Jet Propulsion Laboratory, California Institute of Technology"	SAMN15543696
Mrakiaceae sp. VS III B KN 2	2778097	PRJNA644637	644637	Fungi	Basidiomycetes	22.4407	58.5	GCA_020087025.1	-	JADCQV01	399	-	-	21/9/2021	21/9/2021	Scaffold	"Jet Propulsion Laboratory, California Institute of Technology"	SAMN15543666
Termitomyces sp. 'cryptogamus'	2788930	PRJNA648478	648478	Fungi	Basidiomycetes	70.0313	46.5	GCA_020091625.1	-	JAGYZC01	46	12538	13692	22/9/2021	22/9/2021	Scaffold	Wageningen University	SAMN15642688
Aureobasidium mustum	2773714	PRJEB38309	666597	Fungi	Ascomycetes	27.2518	50	GCA_903819665.1	-	CAIJEO01	13	10300	10236	10/10/2020	10/10/2020	Contig	THE AUSTRALIAN WINE RESEARCH INSTITUTE	SAMEA6952865
Aureobasidium vineae	2773715	PRJEB38309	666597	Fungi	Ascomycetes	25.9364	50.6	GCA_903819635.1	-	CAIJEN01	17	9743	9680	10/10/2020	10/10/2020	Contig	THE AUSTRALIAN WINE RESEARCH INSTITUTE	SAMEA6952866
Aureobasidium uvarum	2773716	PRJEB38309	666597	Fungi	Ascomycetes	25.6183	50.7	GCA_903853725.1	-	CAINUL01	19	9835	9775	10/10/2020	10/10/2020	Contig	THE AUSTRALIAN WINE RESEARCH INSTITUTE	SAMEA6952868
Malassezia arunalokei	1514897	PRJNA752394	752394	Fungi	Basidiomycetes	7.33125	55.5695	GCA_029542905.1	chromosome 1:CP119916.1; chromosome 2:CP119917.1; chromosome 3:CP119918.1; chromosome 4:CP119919.1; chromosome 5:CP119920.1; chromosome 6:CP119921.1; chromosome 7:CP119922.1; chromosome 8:CP119923.1; chromosome 9:CP119924.1	-	9	3858	3786	3/4/2023	3/4/2023	Complete Genome	Duke University	SAMN20594900
Stachybotrys microspora	80391	PRJNA694831	694831	Fungi	Ascomycetes	35.3428	53.3	GCA_020085135.1	-	JAEVLY01	3715	-	-	21/9/2021	21/9/2021	Contig	Centre of Biotechnology of Sfax-Tunisia	SAMN17575027
Penicillium sumatraense	70558	PRJNA716633	716633	Fungi	Ascomycetes	36.3931	47	GCA_020086695.1	-	JAGIKU01	4510	-	-	21/9/2021	21/9/2021	Scaffold	University of L'Aquila	SAMN18441718
Metarhizium humberi	2596975	PRJNA639668	639668	Fungi	Ascomycetes	38.587	49.7	GCA_020102295.1	-	JACEFI01	1072	10633	10546	23/9/2021	6/1/2022	Scaffold	NIBIO	SAMN15244817
Fusarium chaquense	2720561	PRJNA436741	436741	Fungi	Ascomycetes	36.9951	48.2	GCA_020137375.1	-	JAATNT01	677	-	-	24/9/2021	24/9/2021	Scaffold	"US Department of Agriculture, Agriculture Research Service"	SAMN14424335
Hyphopichia rhagii	2879429	PRJNA429441	429441	Fungi	Ascomycetes	12.4466	40.8	GCA_003708185.2	-	PPNO02	244	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343290
Ustilago sp. UG-2017b	2043611	PRJEB19641	703850	Fungi	Basidiomycetes	21.9049	52.5	GCA_900242695.1	-	OHJM01	45	7853	7633	22/2/2021	22/2/2021	Contig	Technische Universitat Munchen - WZW	SAMEA104429441
Ustilago sp. UG-2017a	2043610	PRJEB19641	703850	Fungi	Basidiomycetes	28.9388	52.2	GCA_900242705.1	-	OEYX01	141	9104	8872	22/2/2021	22/2/2021	Contig	Technische Universitat Munchen - WZW	SAMEA104429442
Fusarium sp. BWC1	2838793	PRJNA533882	533882	Fungi	Ascomycetes	27.2193	49	GCA_013416785.2	-	SWCQ02	400	-	-	16/7/2020	24/9/2021	Scaffold	Liaoning Technical University	SAMN11470605
Clonostachys byssicola	160290	PRJEB32493	690311	Fungi	Ascomycetes	55.063	49.8	GCA_902006505.2	-	CABFNO02	1613	18722	18488	25/1/2021	1/11/2021	Scaffold	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	SAMEA5663355
Clonostachys rhizophaga	160324	PRJEB32493	690311	Fungi	Ascomycetes	59.593	48	GCA_902077795.2	-	CABFNQ02	1332	19124	18886	25/1/2021	1/11/2021	Scaffold	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	SAMEA5663348
Clonostachys solani	160281	PRJEB32493	690311	Fungi	Ascomycetes	54.4921	50.1	GCA_902141235.2	-	CABFOC02	98	18271	18029	25/1/2021	1/11/2021	Contig	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	SAMEA5663346
Talaromyces trachyspermus	28566	PRJNA650128	650128	Fungi	Ascomycetes	32.0968	46.9598	GCA_020137715.1	mitochondrion MT:CM035349.1	JACGXQ01	15	-	-	24/9/2021	5/10/2021	Contig	Barkatullah University	SAMN15692527
Kurtzmaniella quercitrusa var. comoensis (nom. nud.)	2806626	PRJNA695125	695125	Fungi	Ascomycetes	12.9705	39.8	GCA_020280125.1	-	JAFIDI01	25	-	-	5/10/2021	5/10/2021	Contig	Copenhagen university	SAMN17602076
Kurtzmaniella quercitrusa var. filamentosus (nom. nud.)	2806627	PRJNA695125	695125	Fungi	Ascomycetes	13.0149	45.2	GCA_020280135.1	-	JAFIDH01	17	-	-	5/10/2021	5/10/2021	Contig	Copenhagen university	SAMN17602077
Barnettozyma botsteinii	2880258	PRJNA695125	695125	Fungi	Ascomycetes	10.9818	34.9	GCA_020280145.1	-	JAFIIU01	36	-	-	5/10/2021	5/10/2021	Scaffold	Copenhagen university	SAMN17602078
[Candida] oceani	1186037	PRJNA664905	664905	Fungi	Ascomycetes	11.3257	37.2	GCA_020281285.1	-	JACYCB01	132	-	-	5/10/2021	5/10/2021	Contig	National University Hospital	SAMN16237040
Aspergillus brunneus	41418	PRJNA644637	644637	Fungi	Ascomycetes	25.6376	49.1	GCA_020284055.1	-	JAILXB01	449	-	-	5/10/2021	5/10/2021	Scaffold	"Jet Propulsion Laboratory, California Institute of Technology"	SAMN15469713
Alternaria alstroemeriae	1111114	PRJNA644637	644637	Fungi	Ascomycetes	33.7061	51	GCA_020284155.1	-	JAILXE01	110	-	-	5/10/2021	5/10/2021	Scaffold	"Jet Propulsion Laboratory, California Institute of Technology"	SAMN15469709
Lanmaoa asiatica	1603062	PRJNA713310	713310	Fungi	Basidiomycetes	46.6382	49.5	GCA_020310465.1	-	JAHSQE01	111	9982	9667	6/10/2021	6/10/2021	Contig	INRAE	SAMN18241879
Saccharomycopsis sp. TF-2021a	2826930	PRJNA721835	721835	Fungi	Ascomycetes	14.1481	43.5563	GCA_020342235.1	chromosome 1:CP073212.1; chromosome 2:CP073213.1; chromosome 3:CP073214.1; chromosome 4:CP073215.1; chromosome 5:CP073216.1; chromosome 6:CP073217.1; chromosome 7:CP073218.1; chromosome 8:CP073219.1	-	8	-	-	7/10/2021	7/10/2021	Complete Genome	Agricultural College	SAMN18740300
Phyllosticta ampelicida	115983	PRJNA753299	753299	Fungi	Ascomycetes	30.5476	54.3	GCA_020351975.1	-	JAIFKG01	6675	-	-	7/10/2021	7/10/2021	Contig	MENDELU	SAMN20693606
Kazachstania humilis	51915	PRJNA765343	765343	Fungi	Ascomycetes	14.9672	49.2	GCA_020313495.2	-	JAIWYV02	21	-	-	6/10/2021	9/12/2021	Contig	YeastGenomesMx	SAMN21554125
Fusarium pilosicola	2682911	PRJNA720607	720607	Fungi	Ascomycetes	47.881	47	GCA_020615335.1	-	JAGQDI01	95	-	-	26/10/2021	26/10/2021	Contig	"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria"	SAMN18672755
Aspergillus sp. ADI1	2862157	PRJNA748778	748778	Fungi	Ascomycetes	38.9025	51.4	GCA_020615375.1	-	JAHXQV01	155	-	-	26/10/2021	26/10/2021	Contig	California Institute of Technology	SAMN20344550
Calonectria multiphialidica	306890	PRJNA746327	746327	Fungi	Ascomycetes	62.8986	50.1	GCA_020623665.1	-	JAHVYC01	719	-	-	21/10/2021	21/10/2021	Scaffold	USDA-ARS	SAMN20203590
Trichoderma cornu-damae	654480	PRJNA739541	739541	Fungi	Ascomycetes	38.6045	43.9396	GCA_020631695.1	chromosome 1:CM036087.1; chromosome 2:CM036088.1; chromosome 3:CM036089.1; chromosome 4:CM036090.1; chromosome 5:CM036091.1; chromosome 6:CM036092.1; chromosome 7:CM036093.1	JAIWOZ01	59	8544	8544	26/10/2021	27/10/2021	Chromosome	Korea National Arboretum	SAMN19791815
Neonectria neomacrospora	78403	PRJEB41540	706289	Fungi	Ascomycetes	37.1197	53.4601	GCA_917563905.1	chromosome 1:OU830638.1; chromosome 2:OU830639.1; chromosome 3:OU830640.1; chromosome 4:OU830641.1; chromosome 5:OU830642.1; chromosome 6:OU830643.1; chromosome 7:OU830644.1; chromosome 8:OU830645.1; chromosome 9:OU830646.1; chromosome 10:OU830647.1; chromosome 11:OU830648.1; chromosome 12:OU830649.1	-	12	-	-	15/10/2021	15/10/2021	Complete Genome	UNIVERSITY OF COPENHAGEN (SECTION OF ORGANISMAL BIOLOGY)	SAMEA9994693
Linnemannia amoeboidea	743927	PRJNA817100	817100	Fungi	Other Fungi	38.0842	51.5	GCA_023091675.1	-	JALIGY01	23	-	-	22/4/2022	22/4/2022	Contig	Friedrich-Schiller-University	SAMN27177162
Alternaria rosae	1187941	PRJNA801206	801206	Fungi	Ascomycetes	33.8317	52	GCA_020736505.1	-	JAHBNI01	52	12727	12640	2/11/2021	8/11/2021	Contig	NCBI	SAMN05878025
Chaetomium sp. MPI-CAGE-AT-0009	2821753	PRJNA370120	370120	Fungi	Ascomycetes	33.7684	56.2	GCA_020736525.1	-	JAHBOE01	16	11518	11326	2/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN06296019
Coprinopsis sp. MPI-PUGE-AT-0042	2826081	PRJNA347200	347200	Fungi	Basidiomycetes	121.013	51.1	GCA_020736565.1	-	JAHBOF01	486	27829	27370	2/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN05877944
Ilyonectria sp. MPI-CAGE-AT-0026	2824670	PRJNA347186	347186	Fungi	Ascomycetes	62.8283	51.5	GCA_020744155.1	-	JAGPNQ01	81	21075	20868	4/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN05878031
Auriculariales sp. MPI-PUGE-AT-0066	2829486	PRJNA347192	347192	Fungi	Basidiomycetes	47.7277	54	GCA_020744175.1	-	JAGTJP01	919	14721	14599	4/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN05877788
Paraphoma chrysanthemicola	798071	PRJNA347193	347193	Fungi	Ascomycetes	40.6633	51.4	GCA_020744225.1	-	JAGMWG01	34	15179	15088	4/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN05877947
Chaetomium sp. MPI-SDFR-AT-0129	2823209	PRJNA370201	370201	Fungi	Ascomycetes	33.3008	54.6	GCA_020726445.1	-	JAGJXA01	22	10578	10413	29/10/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN06297005
Halenospora varia	394676	PRJNA370197	370197	Fungi	Ascomycetes	55.6097	46.5	GCA_020726485.1	-	JAHEWH01	108	17862	17757	29/10/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN06296029
Leptodontidium sp. MPI-SDFR-AT-0119	2826080	PRJNA347191	347191	Fungi	Ascomycetes	77.0168	45.8	GCA_020726505.1	-	JAHLEZ01	70	21355	21254	29/10/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN18649866
Truncatella angustata	152316	PRJNA801203	801203	Fungi	Ascomycetes	47.1026	49.3	GCA_020726525.1	-	JAGPXC01	17	14971	14777	29/10/2021	8/11/2021	Contig	NCBI	SAMN08150287
Plectosphaerella plurivora	936078	PRJNA570880	570880	Fungi	Ascomycetes	35.9306	57.8	GCA_020726575.1	-	JAGSXJ01	97	12813	12457	29/10/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN12812804
Boeremia exigua	749465	PRJNA801204	801204	Fungi	Ascomycetes	35.3221	52.8	GCA_020726555.1	-	JAHBNH01	26	12996	12871	29/10/2021	8/11/2021	Contig	NCBI	SAMN11533434
Microdochium trichocladiopsis	1682393	PRJNA801207	801207	Fungi	Ascomycetes	49.2827	56	GCA_020744255.1	-	JAGTJQ01	26	16222	16023	4/11/2021	8/11/2021	Contig	NCBI	SAMN06297163
Curvularia eragrostidis	418125	PRJNA757707	757707	Fungi	Ascomycetes	36.8818	52.1	GCA_020744315.1	-	JAIRCK01	3600	-	-	5/11/2021	5/11/2021	Contig	"Institute of Biotechnology, Vietnam Academy of Science and Technology (VAST)"	SAMN20970920
Fusarium sp. MPI-SDFR-AT-0072	2826082	PRJNA455444	455444	Fungi	Ascomycetes	48.3707	47.8	GCA_020744335.1	-	JAHBOG01	19	16026	15730	5/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN09062726
Dactylonectria estremocensis	1079267	PRJNA370196	370196	Fungi	Ascomycetes	64.6637	51.5	GCA_020744375.1	-	JAGMUU01	115	19417	19198	5/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN06296343
Dendryphion nanum	256645	PRJNA370194	370194	Fungi	Ascomycetes	41.1314	48.7	GCA_020744415.1	-	JAGMWT01	59	13971	13889	5/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN06296222
Sordaria sp. MPI-SDFR-AT-0083	2830617	PRJNA371202	371202	Fungi	Ascomycetes	39.4495	52.1	GCA_020800285.1	-	JAGTJO01	24	11515	11075	8/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN06296182
Stachybotrys elegans	80388	PRJNA370118	370118	Fungi	Ascomycetes	43.4676	52.6	GCA_020746835.1	-	JAGPNK01	73	15082	14924	5/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN06296943
Rhexocercosporidium sp. MPI-PUGE-AT-0058	2042821	PRJNA347195	347195	Fungi	Ascomycetes	62.7453	44.3	GCA_020746875.1	-	JAGTJL01	63	16809	16721	5/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN05878446
Pyrenochaeta sp. MPI-SDFR-AT-0127	2829485	PRJNA347196	347196	Fungi	Ascomycetes	40.2658	49.1	GCA_020747015.1	-	JAGTJM01	241	14389	14310	5/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN08150286
Phaeosphaeria sp. MPI-PUGE-AT-0046c	2821754	PRJNA459235	459235	Fungi	Ascomycetes	34.077	51	GCA_020747045.1	-	JAGTJN01	26	12888	12804	5/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN10188275
Leotiomycetes sp. MPI-SDFR-AT-0126	2138324	PRJNA347194	347194	Fungi	Ascomycetes	54.044	46.8	GCA_020747065.1	-	JAGMVK01	43	17118	17023	5/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN08150285
Aspergillus montevidensis	1173306	PRJNA775823	775823	Fungi	Ascomycetes	26.6223	49.1	GCA_020826735.1	-	JAJFZZ01	9	-	-	10/11/2021	10/11/2021	Contig	Shaanxi university of science and technology	SAMN22627947
Teratosphaeria viscida	1818021	PRJNA732287	732287	Fungi	Ascomycetes	37.6479	48.8	GCA_020826765.1	-	JAHESH01	1879	-	-	10/11/2021	10/11/2021	Scaffold	University of Pretoria	SAMN19316016
Ambispora leptoticha	144679	PRJEB45340	768188	Fungi	Other Fungi	197.202	23.6	GCA_910591765.1	-	CAJVPS01	58506	14642	14642	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911307
Dentiscutata heterogama	1316150	PRJEB45340	768188	Fungi	Other Fungi	181.574	27.8	GCA_910591775.1	-	CAJVPU01	61528	16277	16277	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911296
Acaulospora morrowiae	94023	PRJEB45340	768188	Fungi	Other Fungi	218.774	27.9	GCA_910591835.1	-	CAJVPV01	64585	18394	18394	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911292
Funneliformis caledonium	1117310	PRJEB45340	768188	Fungi	Other Fungi	146.163	26	GCA_910591825.1	-	CAJVPQ01	31052	17946	17946	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911289
Cetraspora pellucida	1433469	PRJEB45340	768188	Fungi	Other Fungi	435.083	26	GCA_910591915.1	-	CAJVQA01	90930	22053	22053	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911298
Dentiscutata erythropus	1348616	PRJEB45340	768188	Fungi	Other Fungi	293.539	28.3	GCA_910591965.1	-	CAJVPY01	73964	28764	28764	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911297
Acaulospora colombiana	27376	PRJEB45340	768188	Fungi	Other Fungi	299.808	29.4	GCA_910592055.1	-	CAJVPT01	75131	14505	14505	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911291
Ambispora gerdemannii	144530	PRJEB45340	768188	Fungi	Other Fungi	87.9659	28.2	GCA_910591945.1	-	CAJVPL01	19363	13690	13690	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911308
Diversispora eburnea	1213867	PRJEB45340	768188	Fungi	Other Fungi	65.1115	25.8	GCA_910592015.1	-	CAJVPK01	9803	12017	12017	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911293
Funneliformis mosseae	27381	PRJEB45340	768188	Fungi	Other Fungi	145.72	25.2	GCA_910592005.1	-	CAJVPP01	27134	16857	16857	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911288
Paraglomus occultum	144539	PRJEB45340	768188	Fungi	Other Fungi	50.0602	36.5	GCA_910592205.1	-	CAJVPJ01	8053	11385	11385	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911305
Entrophospora candida	984092	PRJEB45340	768188	Fungi	Other Fungi	69.8983	27.9	GCA_910592215.1	-	CAJVPN01	12603	16088	16088	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911304
